priority,address,bundle_id,runtime_status,recommended_action,sheet_jp,sheet_ko,current_static_text,expected_if_18_is_control,only_leading_ko_diff_vs_sheet,current_payload_hex,direct_18_E518,source_payload_hex,nul_run,next_control,control_adjacent_08_17,predecessor_address,predecessor_text,next_dialogue_address,next_dialogue_text,status,confidence
P4_direct_ext3_text_drift,6386C0,scenario_6386B4,unverified,review_translation_and_runtime_by_bundle,全部隊、シグ中尉たちを援護して,"론도 벨 전 함선은, 시그 중위 편대의 좌우 측면 가속 진로를 엄호 사격 지탱하고",こ전　부대、　시그　중위들을　도와,전　부대、　시그　중위들을　도와,,18E518D0FC010101010101010101,True,18F74207F50BF559F767F2B1F413,1,,,6386B4,……온다！！,6386CF,적　부대를　돌파시켜라！,quarantine,unresolved
P4_direct_ext3_text_drift,6386F1,scenario_6386E3,unverified,review_translation_and_runtime_by_bundle,中尉たちがそこまで抜けられれば,중위 편대 기형이 거기까지 무사히 가속 활주해 빠져나갈 수만 있다면,こ중위들이　거기까지　뚫으면,중위들이　거기까지　뚫으면,,18E51850D8010101010101010101,True,18F559F758FB10E119281C1BF03E,1,,,6386E3,맵　아래쪽이다！！,638700,적　모빌아머에　접근할　수　있다！！,quarantine,unresolved
P4_direct_ext3_text_drift,638726,scenario_638711,unverified,review_translation_and_runtime_by_bundle,我々があのシステムの放射に,우리 뇌세포가 저 지옥의 세이레네 주파수 과열을 견디지 못하고,こ우리가　시스템　방출에,우리가　시스템　방출에,,18E51850DA010101010101,True,186A71F8BFF90405F39C0C,1,,,638718,남은　시간은　얼마　없다！！,638732,버티지　못하기　전에　돌파시켜라！,quarantine,unresolved
P4_direct_ext3_text_drift,638765,scenario_638747,unverified,review_translation_and_runtime_by_bundle,時間も大切だが、,"시간 제원 단축도 막중한 요건이다만,",こ시간도　중요하지만、,시간도　중요하지만、,,18E51850DD01010101,True,18F47820F01BF53807,1,,,638754,『ＩＤ　커맨드는　봉인됐다！』,63876F,무리하지　마라！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,638788,scenario_63877E,unverified,confirm_current_text_then_rehome,……では、戦闘開始せよ！！,"……전원, 포문 일제 개방, 전투 개시하라！！",こ……그럼、　전투　개시！！,……그럼、　전투　개시！！,,18E5181C3801010101010101,True,18F191F26107F913F557F044,2,1728,True,63877E,알겠지……！？,63879E,큭！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63882A,scenario_638817,unverified,confirm_current_text_then_rehome,全機、少尉の護衛に集中せよ！！,"전 비행 편대, 소위의 가속 추진 경로에 잔여 포격을 몽땅 퍼부어 수호하라！！",こ전　기체、소위　호위에　집중하라！！,전　기체、소위　호위에　집중하라！！,,18E5180D910101010101010101010101,True,18F56D07F39D05F0080CF334F557F044,2,1728,True,638820,이제　미안　소위뿐이다！,638844,두　사람　다　갔나……！！,quarantine,unresolved
P4_direct_ext3_text_drift,638854,scenario_638844,unverified,review_translation_and_runtime_by_bundle,全機、敵の駆逐に全力を集中せよ！！,"전 아군 전투기, 전방 좀비 군세 잔당 구축 사격에 모든 무장 화력을 최대 방출하라！！",こ전　기체、　적　섬멸에　집중해！！,전　기체、　적　섬멸에　집중해！！,,18E51850E601010101010101010101010101,True,18F56D077F05F1A40CF09A15F334F557F044,2,,,638844,두　사람　다　갔나……！！,638868,こ방출이　더　강해지기　전에、,quarantine,unresolved
P4_direct_ext3_text_drift,638868,scenario_638844,unverified,review_translation_and_runtime_by_bundle,放射がこれ以上強まる前に、,"세이레네 세뇌 파동 방사가 임계 수치로 팽창해 아군 뇌세포를 다 태우기 전에,",こ방출이　더　강해지기　전에、,방출이　더　강해지기　전에、,,18E51850E7010101010101010101,True,18F39CF651F3D1E055F1A6960C07,1,,,638854,こ전　기체、　적　섬멸에　집중해！！,638877,무슨　수를　써서든　여기서　벗어나라！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,6388B8,scenario_6388A5,unverified,confirm_current_text_then_rehome,全機、中尉の護衛に集中せよ！！,"전 기체 포탑 개방, 중위의 진입로 확보에 포격을 영구 집중하라！！",こ전　기체、　중위를　호위해！！,전　기체、　중위를　호위해！！,,18E51850EA0101010101010101010101,True,18F56D07F55905F0080CF334F557F044,2,1728,True,6388AE,이제　시그　중위뿐이다！,6388D2,……이건！？,quarantine,unresolved
P4_direct_ext3_text_drift,638909,scenario_6388F7,unverified,review_translation_and_runtime_by_bundle,先ほどまでと違って頭が軽い。,방금 전까지 머릿속을 짓누르며 뇌를 녹이던 세뇌 전파가 즉각 소멸했다.,こ아까와　달리　머리가　가벼워。,아까와　달리　머리가　가벼워。,,18E51850EE01010101010101010101010101,True,18E01AF16AF19D13DAF156E10617E3B2040A,1,,,638902,해낸　모양이군……,63891C,시스템　방출이　약해지고　있어。,quarantine,unresolved
P4_direct_ext3_text_drift,63893F,scenario_638933,unverified,review_translation_and_runtime_by_bundle,シグ中尉たちの働きで、,"목숨 바친 시그 중위 편대의 기적의 참격 기동 덕택에,",こ시그　중위들의　활약으로、,시그　중위들의　활약으로、,,18E518D10201010101010101,True,18F50BF559F761E1E1F4EE07,1,,,638933,전　부대에　통보！！,63894C,적의　우위는　무너졌다！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63895C,scenario_638933,unverified,confirm_current_text_then_rehome,ー気に敵をせん滅するぞ！！,이 찬스를 놓치지 말고 일제 사격을 감행해 적을 전원 격살 격멸한다！！,こ한번에　적을　섬멸한다！！,한번에　적을　섬멸한다！！,,18E51850F00101010101010101,True,18F09C0C7FF7CBE08AF771F044,2,1728,True,63894C,적의　우위는　무너졌다！！,638973,……큭！？,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,638992,scenario_638986,unverified,confirm_current_text_then_rehome,間に合わなかったのか……！！,세이레네 방사 임계 충전 시간 제한을 극복하지 못하고 대파당했단 말인가……！！,こ늦은　건가……！！,늦은　건가……！！,,18E51850F30101010101010101,True,18990CB43106F6AE050EF60C03,2,1728,True,638986,이、　이건……！！,6389A9,이젠　아무도　막을　수　없어！！,quarantine,unresolved
P4_direct_ext3_text_drift,638A47,scenario_638A27,unverified,review_translation_and_runtime_by_bundle,そのボクたちに勝とうなんて、,"그 미친 가속 스펙의 우리를 요격해 이기겠다는 시나리오 자체가,",こ그런　우리를　이기겠다니、,그런　우리를　이기겠다니、,,18E51890BB01010101010101010101,True,18F423F279F75EE00313F1F4190B07,1,,,638A37,우리　힘도　커지고　있어……,638A57,처음부터　무리였어！！,quarantine,unresolved
P4_direct_ext3_text_drift,638BAC,scenario_638BA3,unverified,review_translation_and_runtime_by_bundle,その怒りが、,"그 가슴속 끓어오르는 대지 수호 분노 주파수가,",こ그　분노가、,그　분노가、,,18E5185105010101,True,18F423E157F21B07,1,,,638BA3,후후후……,638BB5,네　원동력인　모양이군……,quarantine,unresolved
P4_direct_ext3_text_drift,638BC2,scenario_638BA3,unverified,review_translation_and_runtime_by_bundle,……仕方がないな。,"……기판 대파, 전술 패배 수용, 달리 요격 방법이 없군.",こ……어쩔　수　없군。,……어쩔　수　없군。,,18E518510701010101,True,18F191F11917F7F90A,1,,,638BB5,네　원동력인　모양이군……,638BCC,여긴　순순히　패배를　인정하지……,quarantine,unresolved
P4_direct_ext3_text_drift,638FA4,scenario_638F8F,unverified,review_translation_and_runtime_by_bundle,たとえ、私が倒れようと……,"비록, 내 릭 디아스가 격침당해 눕더라도……",こ설령　내가　쓰러져도……,설령　내가　쓰러져도……,,18E5181BBB01010101010101,True,18F7C7074117E011F91DF191,1,,,638F97,이겼다고　생각하지　마……！！,638FB1,아직　아인　레비가……,quarantine,unresolved
P4_direct_ext3_text_drift,639032,scenario_639012,unverified,review_translation_and_runtime_by_bundle,テラ・スオ－ノは……,세이레네 본체인 테라 수오노는……,こ테라　스오노는……,테라　스오노는……,,18E5180C2401010101,True,18F4D62AFB6808F191,1,,,639023,……마라。,63903C,너희가　막을　수　없……,quarantine,unresolved
P4_direct_ext3_text_drift,639195,scenario_63917B,unverified,review_translation_and_runtime_by_bundle,……戦いを見守ることすらできやしない！,가장 핵심적인 최종 격멸전의 기동조차 지원 사격해 주지 못하다니요！,こ……싸움을　지켜볼　수조차　없어！,……싸움을　지켜볼　수조차　없어！,,18E5185137010101010101010101010101010101,True,18F19139F2938AE03B0F18F1891C16323AF74E03,2,,,639186,중위가　무사하길　기도할　뿐……,6391AB,こ정말　아무것도　안　해도　되나！？,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,6391AB,scenario_63917B,unverified,confirm_current_text_then_rehome,だが、本当に何もしないでいいのか！？,정말로 이 백식 엔진을 끈 채 얌전히 퇴근 통신문이나 기다려야 하는 겁니까！？,こ정말　아무것도　안　해도　되나！？,정말　아무것도　안　해도　되나！？,,18E51851380101010101010101010101,True,18F53807F2640C9AF26FF7F6FAE4F040,2,0861,True,639195,こ……싸움을　지켜볼　수조차　없어！,6391C0,하지만　우린　중위들에게,quarantine,unresolved
P4_direct_ext3_text_drift,639229,scenario_63920B,unverified,review_translation_and_runtime_by_bundle,長時間は無理でも、,"장시간 체류하며 장기전을 치르는 건 불가하다 할지라도,",こ오랫동안은　무리여도、,오랫동안은　무리여도、,,18E518513D0101010101,True,18B0F47808F1BCF25E07,1,,,639217,아까보다　약해졌을　거야。,639234,잠깐이라면　버틸　수　있어。,quarantine,unresolved
P4_direct_ext3_text_drift,639252,scenario_639245,unverified,review_translation_and_runtime_by_bundle,中尉たちだけに戦わせるなんて,시그 중위와 미안 소위 둘에게만 온 우주의 십자가를 짊어지게 방관하는 건,こ중위들만　싸우게　두는　건,중위들만　싸우게　두는　건,,18E518513E0101010101010101,True,18F559F75BF4983931F556F855,1,,,639245,해　보죠、　브라이트　함장！,639260,없습니다！！,quarantine,unresolved
P4_direct_ext3_text_drift,63928A,scenario_63926D,unverified,review_translation_and_runtime_by_bundle,……今度はオレたちが,……그렇다면 이번엔 우리 에우고 정예 대원들이,こ……이번엔　우리가,……이번엔　우리가,,18E51851400101010101,True,18F191F3BA08F430F758,1,,,63927C,위험을　무릅썼어……,639295,그들을　위해　싸울　차례야！,quarantine,unresolved
P5_non_direct_native_or_other,6392DC,scenario_6392C6,unverified,do_not_autofix_static_false_positive_possible,ト－レス！,토레스 중위！,こ토레스！,토레스！,,18FB5D03,,18FB5D03,1,,,6392D0,중위들을　지원한다！！,6392E1,공격　부대를　편성해！！,quarantine,unresolved
P4_direct_ext3_text_drift,6392ED,scenario_6392C6,unverified,review_translation_and_runtime_by_bundle,少数精鋭でー気に突入し、,"아군 뉴타입 소수 정예 기체들로 단숨에 세뇌 전파망을 관통 강행 돌파하여,",こ소수정예로　단숨에　돌입해、,소수정예로　단숨에　돌입해、,,18E51851450101010101010101010101,True,1888E0D6E175E38516F09C0CF4111207,1,,,6392E1,공격　부대를　편성해！！,6392FE,중위들과　함께　적을　친다！！,quarantine,unresolved
P4_direct_ext3_text_drift,63942C,scenario_639421,unverified,review_translation_and_runtime_by_bundle,貴様ら、何を目論んでいる！？,"네놈 반역자 자식들, 우주세기를 대파 찢어놓고 대체 뭘 도모하려는 거냐！？",こ네놈들、　뭘　꾸미고　있나！？,네놈들、　뭘　꾸미고　있나！？,,18E518514B0101010101010101,True,18F1C01C079A15F1C5F94BF040,2,,,639421,……큭！！,63943B,こ사람들을　미치게　해서、,quarantine,unresolved
P4_direct_ext3_text_drift,63943B,scenario_639421,unverified,review_translation_and_runtime_by_bundle,人々を狂わせて、,"죄 없는 식민지 주민들의 뇌세포까지 지져서 실성시키며,",こ사람들을　미치게　해서、,사람들을　미치게　해서、,,18E518514C01010101,True,18507115E112F86807,1,,,63942C,こ네놈들、　뭘　꾸미고　있나！？,639445,대체　뭘　하려는　거냐！？,quarantine,unresolved
P4_direct_ext3_text_drift,6394A9,scenario_63949A,unverified,review_translation_and_runtime_by_bundle,人を超えた力を持ちながら,보통 날파리 올드타입보다 위대한 정신 뇌파 스펙을 탑재해 태어났으면서도,こ인간을　넘는　힘을　지니고도,인간을　넘는　힘을　지니고도,,18E51890CD01010101010101010101,True,185015E223F1365715E0123B06171C,1,,,63949A,넌　모르겠지……,6394B9,인정받지　못하는　자의　고통을！,quarantine,unresolved
P4_direct_ext3_text_drift,6394EB,scenario_6394CA,unverified,review_translation_and_runtime_by_bundle,カテゴリ－Ｆと呼ばれ、,"그저 뇌 개조 미완 찌꺼기인 『카테고리 F』 따위 치욕의 명패로 불리며,",こ카테고리Ｆ라　불리며、,카테고리Ｆ라　불리며、,,18E5185152010101010101,True,18FCD8E2B313E070F31007,1,,,6394DA,힘을　못　냈던　우리의　고통……,6394F7,멸시받은　굴욕은……,quarantine,unresolved
P4_direct_ext3_text_drift,639500,scenario_6394CA,unverified,review_translation_and_runtime_by_bundle,……世界の滅亡と引き換えにしてこそ,……이 더러운 인류 우주 대지의 완전 멸망 포격 단죄와 1 대 1 맞교환해야만,こ……세계의　멸망과　바꿔야만,……세계의　멸망과　바꿔야만,,18E5185154010101010101010101010101010101,True,18F191F44805F45113E02432E37EF0F9F413F356,1,,,6394F7,멸시받은　굴욕은……,639515,치유될　거야！！,quarantine,unresolved
P4_direct_ext3_text_drift,639543,scenario_63953A,unverified,review_translation_and_runtime_by_bundle,オマエが手を貸しているのは,네년이 골드 주파수에 눈이 멀어 손을 잡고 원호하는 대상들이,こ네가　돕는　자들은,네가　돕는　자들은,,18E518515701010101010101,True,18F68F177215E0D9FB54F44B,1,,,63953A,시마！！,639550,이런　놈들이라고！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,63955A,scenario_63953A,unverified,confirm_current_text_then_rehome,なんとも思わないのか！！,아무리 돈이 좋아도 뇌 주파수에 최소한의 기사도 양심조차 검출이 안 돼！？,こ아무렇지도　않아！！,아무렇지도　않아！！,,18E51851580101010101,True,18F97C94F880050EF044,2,1728,True,639550,이런　놈들이라고！！,63956B,……후후。,quarantine,unresolved
P4_direct_ext3_text_drift,63957E,scenario_63956B,unverified,review_translation_and_runtime_by_bundle,アタシらを見下していたヤツらが,우리 데라즈 소속 용병대를 뒷골목 똥개 찌꺼기라며 경멸하고 유기했던 장성 놈들이,こ우릴　깔보던　녀석들이,우릴　깔보던　녀석들이,,18E518D10F0101010101010101,True,18F881F072F0CBFB44F2D4F048,1,,,639574,재미있잖아。,63958C,모두　죽는다니　말이야。,quarantine,unresolved
P4_direct_ext3_text_drift,6395C0,scenario_6395AF,unverified,review_translation_and_runtime_by_bundle,安心しな、このフロストさんたちも,"걱정 붙들어 매, 이 우등생 프로스트 도련님 형제도",こ안심해、　프로스트　형제도,안심해、　프로스트　형제도,,18E518515C010101010101010101,True,18F482F41007F362F99BF366F765,1,,,6395AF,그리　무서운　얼굴　하지　마。,6395CF,모두　죽일　생각은　없다더군。,quarantine,unresolved
P4_direct_ext3_text_drift,63962C,scenario_639614,unverified,review_translation_and_runtime_by_bundle,わずかに手加減を加えることで,아군 포화의 화력 게이지를 살짝 조율해 주는 대가로,こ조금만　봐주는　것으로,조금만　봐주는　것으로,,18E518516101010101010101010101,True,183174F134F7D915E101F0BB181316,1,,,63961C,때로는　타협도　필요한　법이지。,63963C,아군을　얻는다면　싼　셈이야。,quarantine,unresolved
P4_direct_ext3_text_drift,639664,scenario_639650,unverified,review_translation_and_runtime_by_bundle,それだけでも、ボクらの苦しみを,"그 유혈 참살 기록만으로도, 우리 프로스트 형제의 응어리진 뇌 주파수를",こ그것만으로도　우리　고통을,그것만으로도　우리　고통을,,18E51851640101010101010101,True,18FBEA2007F279F059E108F6D5,1,,,639650,어차피　많은　사람이　죽는다。,639672,달래기엔　충분해……,quarantine,unresolved
P4_direct_ext3_text_drift,639736,scenario_639727,unverified,review_translation_and_runtime_by_bundle,セレイン・イクスぺリを守れなかったことを,실험실 연구실 내 연인 세레인 익스페리를 요격에서 구하지 못해 폭사시킨 지 자책 원망을,こ세레인　익스페리를　못　지킨　걸,세레인　익스페리를　못　지킨　걸,,18E518516B0101010101010101010101,True,18F9122AFC7915E03BF036F6AE181315,1,,,639727,결국　너도　똑같잖아。,639747,아인　레비　탓으로　돌리고……,quarantine,unresolved
P4_direct_ext3_text_drift,639752,scenario_639727,unverified,review_translation_and_runtime_by_bundle,しょせん、人間なんてみんな同じさ。,"어차피, 이 더러운 소체 인간 놈들의 본질 제원은 일관되게 한심해.",こ결국、　인간은　다　똑같아。,결국、　인간은　다　똑같아。,,18E518D11201010101010101,True,18F9B507F0A2FD62D0F2DF0A,1,,,639747,아인　레비　탓으로　돌리고……,63975F,자기만　소중한　거지。,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,639790,scenario_639782,unverified,confirm_current_text_then_rehome,こんな…ヤツラに……っ！！,이딴 인류 파멸 좀비 새끼들에게 조준당해 쓰러질 성싶으냐……윽！！,こ이런…　놈들에게……！！,이런…　놈들에게……！！,,18E51890D201010101010101,True,18F5C802F78A0CF19109F044,2,1728,True,639782,이　내가……！！,6397A6,시、　시마　님……！！,quarantine,unresolved
P4_direct_ext3_text_drift,6397E1,scenario_6397D4,unverified,review_translation_and_runtime_by_bundle,これまでの全てが詰まった、,"아군과 사지 혈투를 함께 겪어 온 내 청춘의 모든 역사 데이터가 매립된,",こ지금까지의　모든　게　담긴、,지금까지의　모든　게　담긴、,,18E518517201010101010101,True,18FBE586F3A2E21DF1991107,1,,,6397D4,리리　마를렌이……！！,6397EE,내　배가……！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,6397F9,scenario_6397D4,unverified,confirm_current_text_then_rehome,うふふふふふ……,우후후후후후…,こ우후후후후후……,우후후후후후……,,18E518E4C50101,True,18FAA5F312F191,2,1728,True,6397EE,내　배가……！！,639807,아하하하하핫！,quarantine,unresolved
P4_direct_ext3_text_drift,63981B,scenario_639807,unverified,review_translation_and_runtime_by_bundle,ー年戦争で何もかも無くしたと,1년 전쟁 당시 억울하게 가스 실탄 독가스 테러범 죄명 뒤집어쓰고 영혼까지 유기당해,こ１년전쟁에서　다　잃었다고,１년전쟁에서　다　잃었다고,,18E5185174010101010101,True,18FA91169AF7C9A424F5D6,1,,,639811,아아、　그렇구나……！！,639827,생각했는데……그렇구나！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,639831,scenario_639807,unverified,confirm_current_text_then_rehome,こうも身ぐるみ剥ぐかねぇ！！,기어이 내 마지막 둥지 전투함마저 직격 포화로 조준 사살해 뺏어 가셔야 직성이 풀리냐！！,こ이렇게까지　다　빼앗아！！,이렇게까지　다　빼앗아！！,,18E51890D601010101010101010101010101,True,18F662E049E01D0F69E472E01D0EF260F044,2,1728,True,639827,생각했는데……그렇구나！,63984F,그럼　손익은　상관없어！！,quarantine,unresolved
P4_direct_ext3_text_drift,639862,scenario_63984F,unverified,review_translation_and_runtime_by_bundle,アタシゃ、今こそ戦うんだ！！,"나 시마 가라하우는, 오직 내 본능 뇌세포 작동대로 적들을 찢기 위해 참격 가동한다！！",こ난、　지금이야말로　싸운다！！,난、　지금이야말로　싸운다！！,,18E51851760101010101010101,True,18F8814E0776F35639F7AFF044,2,,,63984F,그럼　손익은　상관없어！！,639871,こ이젠　아무것에도　얽매이지　않고！！,quarantine,unresolved
P4_direct_ext3_text_drift,639871,scenario_63984F,unverified,review_translation_and_runtime_by_bundle,もう何からも縛られずに！！,그 누구의 통제 전파 명령에도 안 얽매이고 몽땅 쏴 제껴 으깨주마！！,こ이젠　아무것에도　얽매이지　않고！！,이젠　아무것에도　얽매이지　않고！！,,18E5185177010101010101010101,True,18F29B9AF680E2EB1C1B740CF044,1,,,639862,こ난、　지금이야말로　싸운다！！,639880,어때、　만족했지！,quarantine,unresolved
P4_direct_ext3_text_drift,6398B0,scenario_639892,unverified,review_translation_and_runtime_by_bundle,ふふふ……笑わせてくれるじゃないさ。,후후후…… 실로 기가 막혀 실소가 절로 뿜어 나오는 서커스 희극이로군.,こ후후……　웃기지　마。,후후……　웃기지　마。,,18E518517A0101010101010101010101,True,18F87FF191E1ADF86824F047F8DF250A,2,,,63989C,왔나　했더니　이건가……,6398C2,こ그　데라즈　말대로군……,quarantine,unresolved
P4_direct_ext3_text_drift,6398C2,scenario_639892,unverified,review_translation_and_runtime_by_bundle,あのデラ－ズが言った通りだ……,일전에 그 고집불통 데라즈 영감탱이가 뇌파로 읊조렸던 은유 구절 그대로야……,こ그　데라즈　말대로군……,그　데라즈　말대로군……,,18E51890D7010101010101010101,True,18F3DAF93B177AF150AEF223F191,2,,,6398B0,こ후후……　웃기지　마。,6398D2,こ성충이　되자마자、　죽어버리는……,quarantine,unresolved
P4_direct_ext3_text_drift,6398D2,scenario_639892,unverified,review_translation_and_runtime_by_bundle,成虫になってすぐ、死んでしまう……,"고치를 찢고 겨우 날개 돋쳐 우주로 날아오르자마자, 날개 꺾여 추락사하는……",こ성충이　되자마자、　죽어버리는……,성충이　되자마자、　죽어버리는……,,18E51890D80101010101010101,True,18F2ACFB76F1DC07ADFC37F191,2,,,6398C2,こ그　데라즈　말대로군……,6398E1,こ결국、　우린……,quarantine,unresolved
P4_direct_ext3_text_drift,6398E1,scenario_639892,unverified,review_translation_and_runtime_by_bundle,しょせん、アタシらは……,"어차피, 우리 가련한 마할 빈민가 출신 용병들은……",こ결국、　우린……,결국、　우린……,,18E518517B0101010101,True,18F9B507F881F05BF191,1,,,6398D2,こ성충이　되자마자、　죽어버리는……,6398EC,우주를　떠도는　하루살이……,quarantine,unresolved
P4_direct_ext3_text_drift,639982,scenario_63995E,unverified,review_translation_and_runtime_by_bundle,そう言ったじゃないですか！,대장님이 분명 저희 격실 무전선에 그렇게 맹세하셨잖아요！,こ그렇게　말했잖습니까！,그렇게　말했잖습니까！,,18E518518001010101,True,18F4267AF150FE5D03,1,,,63996F,모두　마할로　개선하자고……,63998C,시마　님！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,639994,scenario_63995E,unverified,confirm_current_text_then_rehome,なのに……くぅぅっ！！,이 비정한 최전선 공역에서 대장님 콕핏이 먼저 대파 폭사 사망하시다니…… 으아악！！,こ그런데……　으윽！！,그런데……　으윽！！,,18E51890D901010101,True,18F744F191FAC4F044,2,1728,True,63998C,시마　님！！,6399A8,저건가……,quarantine,unresolved
P4_direct_ext3_text_drift,6399FA,scenario_6399F0,unverified,review_translation_and_runtime_by_bundle,大層なオモチャを手に入れて,그딴 흉포한 광역 뇌사 세뇌 기형 MA 완구 딱지를 손에 쥐었다고,こ대단한　장난감을　손에　넣고,대단한　장난감을　손에　넣고,,18E51890DA01010101010101,True,18F57906F9B715720CBFF032,1,,,6399F0,……신이라고？,639A07,자기가　위대해졌다고　착각했나？,quarantine,unresolved
P4_direct_ext3_text_drift,639A36,scenario_639A1C,unverified,review_translation_and_runtime_by_bundle,……神は別にいる。,……진짜 인류를 심판할 위대한 신적 병기는 따로 준비되어 있지.,こ……신은　따로　있어。,……신은　따로　있어。,,18E5185188010101010101,True,18F191E0C408E090F61D0A,2,,,639A25,난　그리　대단한　인간이　아니야。,639A43,こ사람을　심판하는、　인공의　신！,quarantine,unresolved
P4_direct_ext3_text_drift,639A43,scenario_639A1C,unverified,review_translation_and_runtime_by_bundle,人々に裁きを下す、人工の神！,"우매한 올드타입들의 뇌를 찢어 피눈물 흘리게 할, 인공 지능 신！",こ사람을　심판하는、　인공의　신！,사람을　심판하는、　인공의　신！,,18E5185189010101010101010101010101,True,1850710CE2F0F4E1A51E07F05405E0C403,1,,,639A36,こ……신은　따로　있어。,639A55,테라　스오노라는　신이　말이야！！,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,639ABB,scenario_639AB1,unverified,confirm_current_text_then_rehome,ま、まさか……,"말도 안 돼, 자네 뇌 주파수가 세뇌 락을 깨고……",こ서、설마……,서、설마……,,18E5181D280101,True,182107F845F191,2,1728,True,639AB1,……세라？,639AC9,……그래！,quarantine,unresolved
P4_direct_ext3_text_drift,639ADC,scenario_639AC9,unverified,review_translation_and_runtime_by_bundle,彼女は心を取り戻している。,그녀는 현재 약물과 전파 최면 세뇌 장벽을 스스로 찢고 인격을 완전히 복구 완료했어.,こ그녀는　마음을　되찾았어。,그녀는　마음을　되찾았어。,,18E5183D31010101010101010101,True,18F38308E00B15D627E042FB540A,2,,,639AD2,바로　그　설마다！！,639AEC,こ지금　그녀는　내　꼭두각시가　아니야。,quarantine,unresolved
P4_direct_ext3_text_drift,639AEC,scenario_639AC9,unverified,review_translation_and_runtime_by_bundle,今の彼女はボクの操り人形じゃない。,지금 자네 앞의 세라는 내 마인드 컨트롤 전송선에 묶인 기계 장난감이 아닐세.,こ지금　그녀는　내　꼭두각시가　아니야。,지금　그녀는　내　꼭두각시가　아니야。,,18E5184D32010101010101010101010101,True,187605F38308F27905E20F27F058F8DF0A,1,,,639ADC,こ그녀는　마음을　되찾았어。,639AFE,세라……세레인　익스페리……,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,639B3C,scenario_639B32,unverified,confirm_current_text_then_rehome,本当にアナタなの、セラ！？,정말로 거기 타 있는 게 세뇌 다 풀린 나의 세라 자네 본인이 맞단 말인가！？,こ정말　너야、　세라！？,정말　너야、　세라！？,,18E51851950101010101010101,True,18F2640CF809F51B07F429F040,2,0805,True,639B32,그럴　수가……！！,639B4E,………………,quarantine,unresolved
P4_direct_ext3_text_drift,639B7D,scenario_639B62,unverified,review_translation_and_runtime_by_bundle,……君たちに合わせる顔がないって、,"……시그와 미안 자네들 곁으로 부끄러워 고개 들고 회항해 갈 면목이 전무하다고,",こ……너희를　볼　면목이　없다며、,……너희를　볼　면목이　없다며、,,18E518519801010101010101010101010101,True,18F19161F75EB431F556E0AC17F526F15607,1,,,639B6F,몹시　후회하는　모양이야……,639B90,계속　그렇게　말하고　있어。,quarantine,unresolved
P4_direct_ext3_text_drift,639BE0,scenario_639BD1,unverified,review_translation_and_runtime_by_bundle,増幅されたサイコウェ－ブの中では,증폭　된　사이코　웹　중에서,こ증폭된　사이코웨이브　속에선,증폭된　사이코웨이브　속에선,,18E518D114010101010101,True,18F4DCF833FE4C0552F261,1,,,639BD1,후후、　소용없어……,639BEC,그녀의　가호도　닿지　않아。,quarantine,unresolved
P4_direct_ext3_text_drift,639C20,scenario_639C0F,unverified,review_translation_and_runtime_by_bundle,なぜ君たちがシステムの,어째서 자네들 시스쿠드 편대원들만 이 세이레네 뇌파 교란 영향권 내에서 뇌 멜라닌 파괴 쇼크를 입지 않고,こ왜　너희가　시스템의,왜　너희가　시스템의,,18E518519C01010101,True,18F52261F758F90405,1,,,639C0F,뭐야、　몰랐던　건가？,639C2A,영향을　받지　않았는지　말이야。,quarantine,unresolved
P4_direct_ext3_text_drift,639C3C,scenario_639C0F,unverified,review_translation_and_runtime_by_bundle,君たちはシステムに,테라 수오노의 메인 연산 컴퓨터 기판이 자네 기체 좌표들을,こ너희는　시스템에,너희는　시스템에,,18E51890E10101,True,1861F762F9040C,1,,,639C2A,영향을　받지　않았는지　말이야。,639C44,’적’으로　인식되지　않았어。,quarantine,unresolved
P4_direct_ext3_text_drift,639C7E,scenario_639C6F,unverified,review_translation_and_runtime_by_bundle,……つまり、セラが君たちを,"……쉽게 말해, 세라의 조종 자아가 자네들의 고유 추진 주파수를",こ……즉、　세라가　너희를,……즉、　세라가　너희를,,18E518519E01010101010101,True,18F191F64007F4291761F767,1,,,639C6F,시스템의　핵심인　인간……,639C8B,’아군’으로　인식했던　거야。,quarantine,unresolved
